brand,colorway,gender,name,title,releaseDate,retailPrice,belowRetail,shoe,missingData
Under Armour,White/Gold,men,LTD Gold (Signed),UA Curry 3Zer0 LTD Gold (Signed),2017-03-04 23:59:59,None,False,UA Curry 3Zer0,False
Louis Vuitton,Red,men,Kanye Red,Louis Vuitton Don Kanye Red,2009-07-01 23:59:59,870,False,Louis Vuitton Don,False
Jordan,White/Black-Red,men,Chicago (1985),Jordan 1 OG Chicago (1985),1985-09-16 23:59:59,65,False,Jordan 1 OG,False
A Bathing Ape,Brown,men,Kanye West College Dropout,A Bathing Ape Bapesta Kanye West College Dropout,2007-01-02 23:59:59,None,False,A Bathing Ape Bapesta,False
Nike,Black/Metallic Silver-Neon Yellow,men,112 Pack (Clark Kent),LeBron 8 112 Pack (Clark Kent),2011-08-01 23:59:59,0,False,LeBron 8,False
Jordan,Black/Metallic Green/Black Forest/White/Dark Grey,men,Oregon Ducks,Jordan 4 Retro Oregon Ducks,2012-01-01 23:59:59,0,False,Jordan 4 Retro,False
adidas,Maroon/White,men,Pharrell HU Friends and Family Burgundy,adidas NMD R1 Pharrell HU Friends and Family Burgundy,2016-07-01 23:59:59,None,False,adidas NMD R1,False
Nike,White/Multi-Color,men,Fruity Pebbles,LeBron 4 Fruity Pebbles,2006-12-01 23:59:59,0,False,LeBron 4,False
Louis Vuitton,Grey/Pink,men,Kanye Patchwork Grey/Pink,Louis Vuitton Jaspers Kanye Patchwork Grey/Pink,2009-07-01 23:59:59,1140,False,Louis Vuitton Jaspers,False
Nike,Jetstream/White-Pale Blue,men,Back To the Future (2011),Nike MAG Back To the Future (2011),2011-09-08 23:59:59,0,False,Nike MAG,False
Jordan,Retro Black/Metallic Silver,men,Eminem Carhartt,Jordan 4 Retro Eminem Carhartt,2015-11-23 23:59:59,0,False,Jordan 4 Retro,False
Nike,Medium Grey/White-Dark Grey,men,Staple "NYC Pigeon",Nike Dunk SB Low Staple "NYC Pigeon",2005-03-01 23:59:59,200,False,Nike Dunk SB Low,False
Nike,Rope/Special Cardinal,men,Paris,Nike Dunk SB Low Paris,2002-03-01 23:59:59,None,False,Nike Dunk SB Low,False
Nike,Multi-Color/Multi-Color,men,Back To the Future (2016),Nike MAG Back To the Future (2016),2016-10-04 23:59:59,None,False,Nike MAG,False
adidas,Static/Static/Static,men,Static Reflective,adidas Yeezy Boost 350 V2 Static Reflective,2018-12-26 23:59:59,220,False,adidas Yeezy Boost 350 V2,False
Jordan,Black/Varsity Red-Sail-University Blue-Light Green Spark,men,Sports Illustrated (A Star Is Born),Jordan 1 Retro High Sports Illustrated (A Star Is Born),2018-12-27 23:59:59,160,True,Jordan 1 Retro High,False
Jordan,Black/Varsity Red-Sail-University Blue-Light Green Spark,child,Sports Illustrated (A Star Is Born) (GS),Jordan 1 Retro High Sports Illustrated (A Star Is Born) (GS),2018-12-27 23:59:59,120,False,Jordan 1 Retro High,False
Nike,Multi-Color/Multi-Color,men,Concepts Ikhet (Special Box),Kyrie 5 Concepts Ikhet (Special Box),2018-12-26 23:59:59,140,False,Kyrie 5,False
Nike,Multi-Color/Multi-Color,men,Concepts Ikhet,Kyrie 5 Concepts Ikhet,2018-12-26 23:59:59,140,False,Kyrie 5,False
Nike,Black/White-Green Gusto,men,Staple Panda Pigeon,Nike SB Dunk Low Staple Panda Pigeon,2019-01-12 23:59:59,110,False,Nike SB Dunk Low,False
Jordan,White/Black-White,child,White Black (GS),Jordan 1 Mid White Black (GS),2018-11-01 23:59:59,90,False,Jordan 1 Mid,False
Nike,Black/Pearl White-Sail,men,Fear of God Black Sail,Air Skylon 2 Fear of God Black Sail,2018-12-27 23:59:59,150,True,Air Skylon 2,False
Nike,Summit White/Clear-Vast Grey-Pearl White,men,Fear of God White,Air Skylon 2 Fear of God White,2018-12-27 23:59:59,150,True,Air Skylon 2,False
Jordan,Platinum Tint/Sail-University Red-Black,men,Platinum Tint,Jordan 11 Retro Platinum Tint,2018-10-27 23:59:59,220,True,Jordan 11 Retro,False
Jordan,White/Metallic Silver-Black,men,Alternate Think 16,Jordan 1 Mid Alternate Think 16,2018-12-13 23:59:59,110,True,Jordan 1 Mid,False
Jordan,Pine Green/Sail-Black,men,Pine Green,Jordan 1 Retro High Pine Green,2018-09-22 23:59:59,160,False,Jordan 1 Retro High,False
Nike,White/Multi-Color,men,Playstation White,Nike PG 2.5 Playstation White,2019-01-05 23:59:59,110,False,Nike PG 2.5,False
Jordan,Team Orange/Black-Crimson Tint,men,Team Orange Black,Jordan 1 Mid Team Orange Black,2018-12-18 23:59:59,120,True,Jordan 1 Mid,False
Jordan,Sepia Stone/Terra Blush-Canteen,men,Clot Sepia Stone,Jordan 13 Retro Low Clot Sepia Stone,2018-12-13 23:59:59,200,False,Jordan 13 Retro Low,False
Jordan,Black/University Red-University Gold,men,Carmelo Anthony Class Of 2002 (B-Grade),Jordan 13 Retro Carmelo Anthony Class Of 2002 (B-Grade),2018-09-15 23:59:59,190,True,Jordan 13 Retro,False
Nike,Fir/University Gold-Metallic Gold,men,Doernbecher (2018),Nike SB Dunk Low Doernbecher (2018),2018-12-14 23:59:59,90,False,Nike SB Dunk Low,False
Vans,Blue/Green,men,Yacht Club,Vans Old Skool Yacht Club,2018-02-01 23:59:59,65,False,Vans Old Skool,False
Jordan,White/Black-Concord,child,Concord 2018 (GS),Jordan 11 Retro Concord 2018 (GS),2018-12-08 23:59:59,170,True,Jordan 11 Retro,False
adidas,Black/Black/Gold,men,Dragon Ball Z Super Shenron,adidas EQT Support Mid ADV Primeknit Dragon Ball Z Super Shenron,2018-12-22 23:59:59,None,False,adidas EQT Support Mid ADV Primeknit,False
Jordan,White/Dark Mocha-Chrome,men,Mocha (2018),Jordan 3 Retro Mocha (2018),2018-12-15 23:59:59,190,True,Jordan 3 Retro,False
Jordan,Bordeaux/Light Armory Blue-Sunset Tint,women,Aleali May Court Luxe (W),Jordan 1 Retro High Aleali May Court Luxe (W),2018-12-22 23:59:59,160,False,Jordan 1 Retro High,False
Nike,White/White,men,White '07,Air Force 1 Low White '07,None,90,True,Air Force 1 Low,False
Jordan,Black/Black-Anthracite,men,Black,Jordan 12 Retro Winter Black,2018-12-15 23:59:59,200,False,Jordan 12 Retro Winter,False
Nike,Green Stone/Legion Green-Fir,men,Concepts Green Lobster (Special Box),Nike SB Dunk Low Concepts Green Lobster (Special Box),2018-12-14 23:59:59,100,False,Nike SB Dunk Low,False
Jordan,Gym Red/Black-White-Photo Blue,child,Spider-Man Origin Story (PS),Jordan 1 Retro High Spider-Man Origin Story (PS),2018-12-14 23:59:59,70,False,Jordan 1 Retro High,False
Nike,Multi-Color/Multi-Color,men,Playstation Multi-Color,Nike PG 2.5 Playstation Multi-Color,2018-12-26 23:59:59,110,False,Nike PG 2.5,False
Jordan,Black/True Red-Sail-Metallic Gold,men,Chinese New Year (2019),Jordan 12 Retro Chinese New Year (2019),None,250,True,Jordan 12 Retro,False
Jordan,White/Black-White,men,White Black,Jordan 1 Mid White Black,2018-11-01 23:59:59,110,True,Jordan 1 Mid,False
Jordan,Deep Royal Blue/Black-White-University Red,men,Deep Royal Blue Black,Jordan 1 Mid Deep Royal Blue Black,2019-01-01 23:59:59,120,False,Jordan 1 Mid,False
Jordan,Black/Infrared 23,men,Clot Black Red,Jordan 13 Retro Low Clot Black Red,None,200,False,Jordan 13 Retro Low,False
Jordan,Gym Red/Black-Gym Red,men,Gym Red (2018),Jordan 12 Retro Gym Red (2018),2018-11-24 23:59:59,190,False,Jordan 12 Retro,False
Jordan,Pine Green/Sail-Black,men,Pine Green,Jordan 1 Mid Pine Green,2018-12-18 23:59:59,110,False,Jordan 1 Mid,False
Nike,Multi-Color/Multi-Color,men,Taco PE,Kyrie 5 Taco PE,2018-11-16 23:59:59,130,True,Kyrie 5,False
Jordan,Black/Light Concord-Aloe Verde,men,Tinker Air Raid,Jordan 8 Retro Tinker Air Raid,2018-12-22 23:59:59,190,True,Jordan 8 Retro,False
Jordan,Black/Fire Red-Black-White,men,Tattoo (2018),Jordan 4 Retro Tattoo (2018),2018-12-29 23:59:59,225,True,Jordan 4 Retro,False
Nike,White/Varsity Red-Varsity Royal,men,Superman SuperBron,LeBron 16 Superman SuperBron,2018-12-25 23:59:59,200,True,LeBron 16,False
Nike,Black/Chrome-Black-Tropical Twist,men,Diamond Supply Co Black Diamond,Nike SB Dunk Low Diamond Supply Co Black Diamond,2018-11-08 23:59:59,100,False,Nike SB Dunk Low,False
Revenge X Storm,Black/White,men,Black,Revenge X Storm Low Top Black,2017-01-02 23:59:59,200,True,Revenge X Storm Low Top,False
adidas,Green/Multicolor,men,Dragon Ball Z Shenron,adidas EQT Support Mid ADV Primeknit Dragon Ball Z Shenron,2018-12-22 23:59:59,None,False,adidas EQT Support Mid ADV Primeknit,False
Jordan,Gym Red/Black-White,men,Gym Red Black,Jordan 1 Mid Gym Red Black,2018-06-01 23:59:59,110,True,Jordan 1 Mid,False
adidas,Core Black/Core Black/Active Red,men,Triple Black Nubuck Cage,adidas Ultra Boost 4.0 Triple Black Nubuck Cage,2018-12-03 23:59:59,180,True,adidas Ultra Boost 4.0,False
adidas,Footwear White/Bold Green/Bright Yellow,men,Pharrell Inspiration Pack White,adidas NMD Hu Pharrell Inspiration Pack White,2018-11-10 23:59:59,250,True,adidas NMD Hu,False
Jordan,White/Infrared 23-Neutral Grey-Obsidian,men,Tinker,Jordan 6 Retro Tinker,2018-10-06 23:59:59,190,True,Jordan 6 Retro,False
Jordan,Court Purple/Black-Sail,men,Court Purple,Jordan 1 Retro High Court Purple,2018-09-22 23:59:59,160,False,Jordan 1 Retro High,False
Converse,Black/White-High Risk Red,men,70s Hi Comme des Garcons PLAY Black,Converse Chuck Taylor All-Star 70s Hi Comme des Garcons PLAY Black,None,125,False,Converse Chuck Taylor All-Star,False
Jordan,Black/Black-Black,men,Cap and Gown,Jordan 11 Retro Cap and Gown,2018-05-26 23:59:59,250,False,Jordan 11 Retro,False
Nike,Black/White-Cone-Black,men,Off-White Grim Reaper,Nike Blazer Mid Off-White Grim Reaper,2018-10-03 23:59:59,130,False,Nike Blazer Mid,False
Jordan,Gym Red/Black-White-Photo Blue,toddler,Spider-Man Origin Story (TD),Jordan 1 Retro High Spider-Man Origin Story (TD),2018-12-14 23:59:59,50,False,Jordan 1 Retro High,False
Jordan,Habanero Red/Black-White,child,White Plaid (GS),Jordan 1 Mid White Plaid (GS),2018-12-01 23:59:59,90,True,Jordan 1 Mid,False
Nike,Cool Grey/Black,men,Acronym Cool Grey,Air Presto Mid Acronym Cool Grey,2018-09-20 23:59:59,200,True,Air Presto Mid,False
adidas,Powder Blue/Light Pink/Orange,men,Pharrell Inspiration Pack Powder Blue,adidas NMD Hu Pharrell Inspiration Pack Powder Blue,2018-11-10 23:59:59,250,True,adidas NMD Hu,False
Nike,Midnight Navy/Metallic Gold-Black,men,Olympic,Air VaporMax Plus Olympic,2019-01-05 23:59:59,190,False,Air VaporMax Plus,False
Nike,Black/White-Black-Tour Yellow,men,Black White,Air Force 1 Low Utility Black White,2018-10-01 23:59:59,100,False,Air Force 1 Low Utility,False
Converse,Natural/Natural-Black,men,70s Hi Fear of God Cream,Converse Chuck Taylor All-Star 70s Hi Fear of God Cream,2018-11-03 23:59:59,None,False,Converse Chuck Taylor All-Star,False
adidas,Core Black/Core Black/Gold Metallic,men,OG (2018),adidas Ultra Boost OG (2018),2018-12-01 23:59:59,180,True,adidas Ultra Boost,False
Converse,Milk/White-High Risk Red,men,70s Hi Comme des Garcons PLAY White,Converse Chuck Taylor All-Star 70s Hi Comme des Garcons PLAY White,None,125,False,Converse Chuck Taylor All-Star,False
Nike,White/Black-Dynamic Yellow,men,Acronym Dynamic Yellow,Air Presto Mid Acronym Dynamic Yellow,2018-09-20 23:59:59,200,True,Air Presto Mid,False
adidas,Core Black/Clear Blue/College Orange,men,Pharrell Inspiration Pack Black,adidas NMD Hu Pharrell Inspiration Pack Black,2018-11-10 23:59:59,250,True,adidas NMD Hu,False
Jordan,Black/Challenge Red-White,men,Paris Saint-Germain,Jordan 5 Retro Paris Saint-Germain,2018-09-14 23:59:59,225,False,Jordan 5 Retro,False
Jordan,White/Black-Hyper Royal-University Red-Metallic Silver,child,Top 3 (GS),Jordan 1 Mid Top 3 (GS),2019-02-01 23:59:59,90,False,Jordan 1 Mid,False
Nike,Volt/Hyper Jade-Cone-Black,toddler,Off-White Volt (TD),Air Force 1 Low Off-White Volt (TD),2018-12-19 23:59:59,65,False,Air Force 1 Low,False
Jordan,White/Black-Hyper Royal-University Red-Metallic Silver,men,Top 3,Jordan 1 Mid Top 3,2019-02-01 23:59:59,110,True,Jordan 1 Mid,False
Jordan,White/Fire Red-Cement Grey-Black,men,Hall of Fame,Jordan 3 Retro Hall of Fame,2018-05-12 23:59:59,190,False,Jordan 3 Retro,False
Nike,White/White-White,men,CLOT 1WORLD (2018),Air Force 1 Low CLOT 1WORLD (2018),2018-02-01 23:59:59,200,False,Air Force 1 Low,False
Nike,Canvas/Total Orange-Pale Vanilla-Black,men,Off-White All Hallow's Eve,Nike Blazer Mid Off-White All Hallow's Eve,2018-10-03 23:59:59,130,False,Nike Blazer Mid,False
Nike,White/White-Black-Tour Yellow,men,White Black,Air Force 1 Low Utility White Black,2018-10-01 23:59:59,100,False,Air Force 1 Low Utility,False
adidas,Haze Coral/Energy Ink/Shock Yellow,men,Dragon Ball Z Majin Buu,adidas Kamanda Dragon Ball Z Majin Buu,2018-11-24 23:59:59,150,True,adidas Kamanda,False
Jordan,White/Chrome-Flint Grey,men,White Flint Grey,Jordan 19 Retro White Flint Grey,2019-01-05 23:59:59,225,True,Jordan 19 Retro,False
Nike,Racer Pink/Black-Photo Blue-White,men,Acronym Racer Pink,Air Presto Mid Acronym Racer Pink,2018-09-20 23:59:59,200,True,Air Presto Mid,False
Nike,White/Black-Light Grey,men,A Cold Wall White,Air Force 1 Low A Cold Wall White,2018-12-21 23:59:59,190,False,Air Force 1 Low,False
Nike,Black/White-Anthracite-Total Crimson,men,ISPA Black,Nike React Runner Mid WR ISPA Black,2018-11-21 23:59:59,180,True,Nike React Runner Mid WR,False
Jordan,Black/University Red,men,Satin Bred,Jordan 5 Retro Satin Bred,2018-11-03 23:59:59,190,True,Jordan 5 Retro,False
adidas,Clear Sky/Core Black/Bold Orange,men,Pharrell Inspiration Pack Clear Sky,adidas NMD Hu Pharrell Inspiration Pack Clear Sky,2018-11-10 23:59:59,250,True,adidas NMD Hu,False
adidas,Scarlet/White/Multi-Color,men,Pharrell x Billionaire Boys Club Multi-Color,adidas NMD Hu Pharrell x Billionaire Boys Club Multi-Color,2018-10-20 23:59:59,250,True,adidas NMD Hu,False
Nike,Black/Black-Sienna,men,Black Pigeon,Nike SB Dunk Low Black Pigeon,2017-11-11 23:59:59,110,False,Nike SB Dunk Low,False
Nike,Sail/Light Bone-White,women,HFR (W),LeBron 16 HFR (W),2018-09-07 23:59:59,250,False,LeBron 16,False
Converse,Milk/White-High Risk Red,men,70s Ox Comme des Garcons PLAY White,Converse Chuck Taylor All-Star 70s Ox Comme des Garcons PLAY White,None,120,False,Converse Chuck Taylor All-Star,False
Jordan,White/Black-Royal-Metallic Silver,men,Orlando,Jordan 10 Retro Orlando,2018-12-01 23:59:59,190,True,Jordan 10 Retro,False
Nike,Black/Light Cream-White-Thunder Grey,men,Black Light Cream,Air VaporMax Moc 2 Black Light Cream,2018-08-09 23:59:59,200,True,Air VaporMax Moc 2,False
Nike,Black/Cool Grey-Blue Chill-Solar Red,men,Blue Chill Solar Red,Nike React Element 87 Blue Chill Solar Red,2018-10-11 23:59:59,160,True,Nike React Element 87,False
Revenge X Storm,Red/White,men,Red,Revenge X Storm Low Top Red,2017-06-08 23:59:59,200,False,Revenge X Storm Low Top,False
Jordan,White/Fire Red-Black-Tech Grey,men,White Cement (2016),Jordan 4 Retro White Cement (2016),2016-02-13 23:59:59,220,False,Jordan 4 Retro,False
Jordan,White/Hot Lava-Black-Zen Grey,men,Tech Challenge 2 Hot Lava,Jordan Legacy 312 Tech Challenge 2 Hot Lava,2018-08-11 23:59:59,160,True,Jordan Legacy 312,False
Crocs,Yellow,men,Post Malone Barbed Wire,Crocs Dimitri Clog Post Malone Barbed Wire,2018-12-11 23:59:59,60,False,Crocs Dimitri Clog,False
Nike,Black/White-Cone-Black,toddler,Off-White Black White (TD),Air Force 1 Low Off-White Black White (TD),2018-12-19 23:59:59,65,False,Air Force 1 Low,False
Jordan,Black/Black-Anthracite,child,Black (GS),Jordan 12 Retro Winter Black (GS),2018-12-15 23:59:59,140,True,Jordan 12 Retro Winter,False
adidas,Running White/Collegiate Royal/Bold Gold,men,Dragon Ball Z Vegeta,adidas Ultra Tech Dragon Ball Z Vegeta,2018-11-24 23:59:59,160,False,adidas Ultra Tech,False
Nike,Black/Black-Dark Grey,men,Triple Black,Air VaporMax Plus Triple Black,2018-01-25 23:59:59,190,True,Air VaporMax Plus,False
Jordan,Black/White-Metallic Gold,men,Doernbecher (2018),Jordan 15 Retro Doernbecher (2018),2018-12-14 23:59:59,190,False,Jordan 15 Retro,False
adidas,Non Dyed/Cloud White/Grey,men,Non Dye Cloud White,adidas Ultra Boost 4.0 Non Dye Cloud White,2018-11-30 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Wolf Grey/Black-Thunder Blue,men,Thunder Blue/Total Orange,Nike React Element 87 Thunder Blue/Total Orange,2018-10-11 23:59:59,160,True,Nike React Element 87,False
Nike,Black/White-Black,men,LA vs. NYC,Nike Blazer Mid LA vs. NYC,2018-10-10 23:59:59,120,False,Nike Blazer Mid,False
Jordan,Black/Gym Red-White-Anthracite,men,72-10,Jordan 11 Retro 72-10,2015-12-12 23:59:59,220,False,Jordan 11 Retro,False
Nike,Black/White,men,Supreme x Comme des Garcons (2018),Air Force 1 Low Supreme x Comme des Garcons (2018),2018-11-08 23:59:59,165,False,Air Force 1 Low,False
Jordan,Light Smoke Grey/Chlorophyll-Black-White,men,Chlorophyll,Jordan 3 Retro Chlorophyll,2018-11-10 23:59:59,190,True,Jordan 3 Retro,False
adidas,Core Black/Core Black/Core Black,men,Core Black,adidas Ultra Boost 4.0 Core Black,2017-11-30 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,White/Varsity Red-Metallic Silver-Black,men,Silver White,Air Max 97 Silver White,2018-11-09 23:59:59,180,True,Air Max 97,False
Nike,Volt/Aurora Green-Racer Pink-Black,men,Volt Racer Pink,Nike React Element 87 Volt Racer Pink,2019-01-17 23:59:59,160,False,Nike React Element 87,False
Nike,White/Multi-Color,men,Parra (2018),Air Max 1 Parra (2018),2018-07-21 23:59:59,150,False,Air Max 1,False
Nike,Black/White,men,Black,Air Fear Of God 1 SA Black,2018-12-15 23:59:59,300,False,Air Fear Of God 1 SA,False
Nike,Off White/Menta-Wolf Grey-White,men,Off-White Menta,Air Max 97 Off-White Menta,2018-10-18 23:59:59,190,False,Air Max 97,False
adidas,White/Multicolor,men,Multi-Color Toe White,adidas Ultra Boost 1.0 Multi-Color Toe White,2018-10-03 23:59:59,200,True,adidas Ultra Boost 1.0,False
adidas,Shock Purple/Red Night/Shock Yellow,men,Dragon Ball Z Son Gohan,adidas Deerupt Dragon Ball Z Son Gohan,2018-11-24 23:59:59,100,False,adidas Deerupt,False
Jordan,Black/Black-White-Challenge Red,men,Paris Saint Germain,Jordan 1 Retro High Paris Saint Germain,2018-11-06 23:59:59,160,True,Jordan 1 Retro High,False
adidas,Black/Multi-Color,men,Pharrell Gratitude and Empathy,adidas Crazy BYW X Pharrell Gratitude and Empathy,2018-05-31 23:59:59,250,True,adidas Crazy BYW X,False
Nike,White/Chrome-White-Tropical Twist,men,Diamond Supply Co White Diamond,Nike SB Dunk Low Diamond Supply Co White Diamond,2018-11-10 23:59:59,100,False,Nike SB Dunk Low,False
Nike,Total Orange/White-Volt,men,Off-White Total Orange,Nike Zoom Fly Mercurial Off-White Total Orange,2018-06-14 23:59:59,200,False,Nike Zoom Fly Mercurial,False
Nike,Ale Brown/Ale Brown-Sail,men,Carhartt WIP Ale Brown,Air Force 1 Low Carhartt WIP Ale Brown,2018-12-06 23:59:59,130,True,Air Force 1 Low,False
Nike,Sequoia/Black-Team Orange,men,Sequoia,Air Foamposite Pro Sequoia,2018-08-16 23:59:59,230,True,Air Foamposite Pro,False
Jordan,Black/Fire Red-Metallic Silver-White,men,Black Metallic (2016),Jordan 5 Retro Black Metallic (2016),2016-07-23 23:59:59,220,True,Jordan 5 Retro,False
Nike,Light Bone/Bone,men,Light Bone,Air Fear Of God 1 Light Bone,2018-12-12 23:59:59,395,False,Air Fear Of God 1,False
adidas,Core Black/Core Black/Cloud White,men,Black White Speckle,adidas Ultra Boost 4.0 Black White Speckle,2018-01-01 23:59:59,180,True,adidas Ultra Boost 4.0,False
Off-White,Black/White,men,Black (Updated Stripes),Off-White Vulc Low Black (Updated Stripes),2018-11-09 23:59:59,None,False,Off-White Vulc Low,False
Nike,White/Solar Red-Neutral Grey-Medium Grey,men,Solar Red (2018),Air Max 95 OG Solar Red (2018),2018-07-19 23:59:59,160,True,Air Max 95 OG,False
Jordan,Black/Wolf Grey-White,men,Shadow,Jordan 1 Retro High Flyknit Shadow,2018-01-13 23:59:59,180,True,Jordan 1 Retro High Flyknit,False
Vans,True White,men,NASA Space Voyager True White,Vans Sk8-Hi MTE NASA Space Voyager True White,2018-11-02 23:59:59,110,True,Vans Sk8-Hi MTE,False
Jordan,Turbo Green/Black-Hyper Pink-Orange Peel,men,South Beach,Jordan 1 Mid South Beach,2018-10-01 23:59:59,120,True,Jordan 1 Mid,False
Nike,White/Thunder Blue-Wolf Grey-Turf Orange,men,Kendrick Lamar White,Nike Cortez Basic Slip Kendrick Lamar White,2018-10-14 23:59:59,100,False,Nike Cortez Basic Slip,False
Converse,Black/White-High Risk Red,men,70s Ox Comme des Garcons PLAY Black,Converse Chuck Taylor All-Star 70s Ox Comme des Garcons PLAY Black,None,120,False,Converse Chuck Taylor All-Star,False
adidas,Core Black/Core Black/Lush Red,men,Core Black Lush Red,adidas NMD R1 Core Black Lush Red,2018-09-06 23:59:59,150,True,adidas NMD R1,False
Nike,Sail/Sail-Off White-Summit White-Reflect Silver,men,A Cold Wall Sail,Nike Zoom Vomero 5 A Cold Wall Sail,2018-11-29 23:59:59,200,True,Nike Zoom Vomero 5,False
adidas,Solar Green/Collegiate Green/Core Black,men,Dragon Ball Z Cell,adidas Prophere Dragon Ball Z Cell,2018-10-26 23:59:59,150,False,adidas Prophere,False
Nike,Flax/Flax-Phantom-Gum Light Brown,men,Flax,Air More Uptempo Flax,2017-10-14 23:59:59,185,True,Air More Uptempo,False
Jordan,Black/Fire Red-Cement Grey-White,child,Black Cement 2018 (GS),Jordan 3 Retro Black Cement 2018 (GS),2018-02-17 23:59:59,140,True,Jordan 3 Retro,False
Jordan,Platinum Tint/University Red-Sail,child,Platinum Tint (GS),Jordan 11 Retro Platinum Tint (GS),2018-10-27 23:59:59,170,True,Jordan 11 Retro,False
Jordan,White/Black-University Red-Hyper Royal,men,Russell Westbrook Class of 2006,Jordan 10 Retro Russell Westbrook Class of 2006,2018-06-30 23:59:59,190,True,Jordan 10 Retro,False
adidas,Core Black/Running White/Carbon,men,Orca,adidas Ultra Boost 4.0 Orca,2018-11-03 23:59:59,180,True,adidas Ultra Boost 4.0,False
Vans,True White,men,NASA Space Voyager True White,Vans Old Skool NASA Space Voyager True White,2018-11-02 23:59:59,85,False,Vans Old Skool,False
adidas,Cream/Cream,men,Cream White,adidas Ultra Boost 1.0 Cream White,2018-10-03 23:59:59,200,True,adidas Ultra Boost 1.0,False
adidas,Collegiate Navy/Cloud White/Collegiate Red,men,Navy White Red,adidas NMD R1 STLT Navy White Red,2018-01-01 23:59:59,140,True,adidas NMD R1 STLT,False
Jordan,Black/Cone-Light Bone,men,Black Cone,Jordan 1 Mid Black Cone,2018-09-15 23:59:59,110,True,Jordan 1 Mid,False
adidas,Core Black/Utility Black/Solar Pink,men,Triple Black,adidas NMD R1 STLT Triple Black,2018-03-31 23:59:59,170,True,adidas NMD R1 STLT,False
adidas,Navy/Multicolor,men,Multi-Color Toe Navy,adidas Ultra Boost 1.0 Multi-Color Toe Navy,2018-10-03 23:59:59,200,True,adidas Ultra Boost 1.0,False
Jordan,Multi-Color/Total Crimson-Sail,men,Future History,Jordan Why Not 0.2 Future History,2019-01-10 23:59:59,125,False,Jordan Why Not 0.2,False
Nike,University Red/White-Black,men,Red Diamond Turf,LeBron 15 Red Diamond Turf,2018-08-09 23:59:59,200,True,LeBron 15,False
Nike,Habanero Red/Habanero Red-Black,men,Habanero Red,Air Foamposite One Habanero Red,2018-10-26 23:59:59,230,True,Air Foamposite One,False
Nike,Black/Black-White,men,Black White,Air VaporMax 2 Black White,2018-03-22 23:59:59,190,True,Air VaporMax 2,False
Off-White,White/Black,men,White (Updated Stripes),Off-White Vulc Low White (Updated Stripes),2018-01-01 23:59:59,None,False,Off-White Vulc Low,False
adidas,Footwear White/Grey 2/Core Black,men,White,adidas Alphaedge 4D White,2018-10-20 23:59:59,300,True,adidas Alphaedge 4D,False
Jordan,Black/Varsity Red,men,Flu Game (2016),Jordan 12 Retro Flu Game (2016),2016-05-28 23:59:59,190,False,Jordan 12 Retro,False
Nike,Metallic Gold/Varsity Red-Black,women,Swarovski Gold (W),Air Max 97 LX Swarovski Gold (W),2018-12-26 23:59:59,400,True,Air Max 97 LX,False
adidas,Core Black/Core White/Core Black,men,Core Black White,adidas Yeezy Boost 350 V2 Core Black White,2016-12-17 23:59:59,220,False,adidas Yeezy Boost 350 V2,False
Vans,Firecracker,men,NASA Space Voyager Firecracker,Vans Old Skool NASA Space Voyager Firecracker,2018-11-02 23:59:59,85,True,Vans Old Skool,False
Vans,True White/Black,men,Checkerboard Cap,Vans Sk8-Hi Checkerboard Cap,2018-12-15 23:59:59,95,False,Vans Sk8-Hi,False
adidas,Core Black/Carbon/Ash Silver,men,Black Multi-Color NYC Bodegas,adidas Ultra Boost 4.0 Black Multi-Color NYC Bodegas,2018-09-01 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Black/Varsity Red-Metallic Silver-White,men,Silver Black,Air Max 97 Silver Black,2018-11-09 23:59:59,180,True,Air Max 97,False
Jordan,Gym Red/Black-Gym Red,child,Gym Red 2018 (GS),Jordan 12 Retro Gym Red 2018 (GS),2018-11-24 23:59:59,140,True,Jordan 12 Retro,False
adidas,Cloud White/Cloud White/Collegiate Navy,men,White Multi-Color,adidas Ultra Boost 4.0 White Multi-Color,2018-09-01 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Summit White/Off White-Light Crimson,men,ISPA White Light Crimson,Nike React Runner Mid WR ISPA White Light Crimson,2018-11-21 23:59:59,180,True,Nike React Runner Mid WR,False
Jordan,Binary Blue/Binary Blue-Sail,men,Derek Jeter RE2PECT,Jordan 11 Retro Low Derek Jeter RE2PECT,2018-05-14 23:59:59,200,True,Jordan 11 Retro Low,False
Jordan,Black/Medium Grey-White,child,Shadow 2018 (GS),Jordan 1 Retro High Shadow 2018 (GS),2018-04-14 23:59:59,120,False,Jordan 1 Retro High,False
Jordan,White/Black-Emerald Rise,men,Iridescent,Jordan 11 Retro Low Iridescent,2018-03-31 23:59:59,175,False,Jordan 11 Retro Low,False
Jordan,Multi-Color/Multi-Color,men,Wings,Jordan 5 Retro Wings,2018-09-29 23:59:59,200,False,Jordan 5 Retro,False
adidas,Core Black/Footwear White/Gum 3,men,Black White Gum,adidas Sobakov Black White Gum,2018-06-21 23:59:59,140,True,adidas Sobakov,False
Jordan,White/Black-Concord-Black,men,Concord,Jordan 11 Retro Cleat Concord,2018-03-16 23:59:59,125,True,Jordan 11 Retro Cleat,False
